Zip,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,Coastal/Inland,Pair
10305.0,384450.0,382450.0,380000.0,375000.0,375000.0,372450.0,369900.0,369000.0,376000.0,375000.0,374900.0,369000.0,364900.0,350000.0,356950.0,354000.0,353450.0,355000.0,359000.0,355000.0,357000.0,364900.0,365000.0,369000.0,379900.0,369000.0,372500.0,369000.0,368999.0,364900.0,359900.0,359900.0,359000.0,349000.0,375000.0,375000.0,373000.0,374950.0,372500.0,379000.0,395000.0,399450.0,399000.0,395000.0,382388.5,379999.0,377000.0,365000.0,375000.0,364700.0,365000.0,369000.0,379000.0,385950.0,387000.0,399900.0,419900.0,414900.0,399000.0,399999.0,418888.0,425000.0,424900.0,420000.0,420000.0,404450.0,412450.0,415000.0,412000.0,439000.0,439450.0,439900.0,439900.0,439900.0,449000.0,454500.0,449450.0,459450.0,479000.0,499000.0,497000.0,499949.5,499000.0,499894.0,508000.0,499900.0,525000.0,525000.0,535000.0,549949.5,549900.0,549900.0,559000.0,1,16
10304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339000.0,329000.0,329000.0,339000.0,339000.0,339000.0,339000.0,339000.0,319999.5,339000.0,349999.0,326750.0,327000.0,319250.0,310750.0,345900.0,349000.0,369900.0,369900.0,369450.0,385000.0,359900.0,388000.0,399000.0,395000.0,399500.0,407500.0,430000.0,444450.0,468000.0,474900.0,480000.0,472450.0,479500.0,504500.0,504500.0,514749.5,504000.0,459000.0,539900.0,524500.0,539900.0,509900.0,548400.0,565000.0,549999.0,549999.0,549999.0,552499.5,594449.5,578000.0,599000.0,599900.0,599450.0,607450.0,599999.0,639450.0,625000.0,0,16
10314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359000.0,369000.0,362450.0,359900.0,374900.0,374900.0,375000.0,383000.0,381950.0,369900.0,369000.0,360000.0,360000.0,379500.0,379500.0,383500.0,371950.0,369900.0,389000.0,392500.0,408500.0,409000.0,409000.0,399000.0,399000.0,429000.0,429000.0,429000.0,425000.0,429400.0,435000.0,439000.0,424999.5,424999.5,429000.0,400000.0,398000.0,394250.0,419900.0,436950.0,429900.0,449000.0,450000.0,465000.0,469000.0,475000.0,474900.0,474900.0,469900.0,469000.0,469000.0,469000.0,475000.0,479000.0,479450.0,479000.0,477000.0,492444.0,1,17
11204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699000.0,606500.0,598500.0,598500.0,598000.0,698888.0,698888.0,659000.0,678944.0,724000.0,679000.0,754000.0,759000.0,730000.0,797000.0,797000.0,799000.0,799499.5,799999.0,809000.0,783500.0,748000.0,699000.0,712000.0,725000.0,779500.0,749000.0,739000.0,772500.0,787500.0,780000.0,754500.0,767000.0,775000.0,788000.0,768000.0,758500.0,753500.0,793500.0,894000.0,899000.0,849000.0,0,18
11214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485000.0,478000.0,468000.0,480000.0,478000.0,473250.0,478000.0,479000.0,499000.0,511500.0,529000.0,549000.0,550000.0,578000.0,575000.0,575000.0,550000.0,550000.0,566500.0,589000.0,596500.0,608500.0,599000.0,585000.0,582000.0,589000.0,589000.0,599000.0,625000.0,625000.0,649000.0,626500.0,618000.0,610000.0,599500.0,655000.0,649499.5,639000.0,633000.0,619000.0,599995.0,575000.0,599000.0,638500.0,639000.0,639000.0,639000.0,698500.0,1,18
11209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000.0,575000.0,587000.0,538200.0,599999.0,599000.0,586500.0,539000.0,557500.0,627500.0,640000.0,662500.0,745975.0,738975.0,699000.0,750000.0,750000.0,799000.0,748000.0,1,19
10023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400000.0,2370000.0,2472500.0,2400000.0,2365000.0,2395000.0,2472500.0,2395000.0,2500000.0,2495000.0,2410000.0,2392500.0,2395000.0,2495000.0,2395000.0,2395000.0,0,20
10069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2574500.0,2225000.0,2187000.0,2272500.0,2362500.0,2372500.0,2350000.0,2450000.0,2400000.0,2395000.0,2295000.0,2550000.0,2580000.0,2625000.0,2650000.0,2350000.0,2295000.0,2195000.0,1,20
10003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050000.0,2000000.0,2000000.0,1950000.0,2299500.0,2425000.0,2495000.0,2500000.0,2595000.0,2500000.0,2597500.0,2500000.0,2499000.0,2599500.0,2599000.0,2595000.0,2495000.0,2495000.0,0,21
10010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400000.0,2400000.0,2600000.0,2400000.0,2295000.0,2295000.0,2310000.0,2495000.0,2412500.0,2300000.0,2463500.0,2495000.0,2472500.0,2676500.0,2701500.0,2495000.0,2550000.0,2597500.0,2700000.0,2372500.0,2150000.0,1,21
29407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222250,229000,226750,219500,230000,244500,239000,242000,239000,234900,229000,237500,229000,242500,239000,250000,263750,254950,259900,279850,279800,278200,279000,289900,279800,275000,254750,249950,274949.5,295000,299000,307900,309900,295000,289950,284900,289500,293000,295000,299950,310000,305000,299777,320000,315000,3E+05,299900,0,22
29412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269000,269000,283600,285995,280000,280000,279900,285000,283750,288600,289950,296990,290000,298995,293450,299700,299900,307500,299000,311250,315000,325000,314900,305000,327000,317450,347000,318400,314700,311000,309000,314500,323950,329000,337500,334178,330500,324999,349700,352990,369900,375000,385000,381000,390490,376200,399000,1,22
29579.0,,,,,,,,,,,,,,,,,,,,,,,,,,145000,145900,144900,145000,145000,145000,149900,144400,145000,150000,158900,158900,164500,164900,166212.5,165116,174900,170650,169999.5,174898,179900,177370,179900,182900,184945,187900,191000,190000,193966,191900,189000,205512,205000,209826.5,205000,199995,199900,179900,184900,199900,187500,189950,2E+05,204873,218898,219900,220990,227650,229900,229950,227900,233900,230800,229007.5,225590,224900,229900,229900,224900,229900,231910,237900,229900,225990,234900,240000,241695,244900,0,23
29577.0,,,,,,,,,,,,,,,,,,,,,,,,,127900,124900,124900,125000,129000,129000,129900,129900,125000,127900,129900,133900,134900,134000,134900,134900,129800,129900,137500,138000,137800,138000,139300,135000,135000,135000,138000,134850,138450,139000,135000,129900,139895,135000,136950,135500,135000,134900,128900,134898,135000,135000,139900,139900,139900,164900,159900,148999,149900,149900,148500,144900,148999,145000,149900,158500,149999,155000,155350,154900,156000,155000,154900,154900,159000,159000,159900,158000,159900,1,23
29566.0,,,,,,,,,,,,,,,,,,,,,,,,,131400,129900,128000,129900,134900,131900,129500,130000,129900,131400,134500,129900,129900,129900,132700,135400,129900,131493.5,133200,129900,134900,137975,137975,135000,134900,134900,138900,137950,145000,145000,147900,139947.5,149900,149900,149900,150000,150000,159900,150950,154900,154900,154900,161900,163200,165500,178000,179900,177990,175000,174900,176900,170945,173000,174900,179250,179250,175000,174949.5,184900,179800,178924,171450,169900,175935,176490,175962.5,176990,179900,179900,0,24
29582.0,,,,,,,,,,,,,,,,,,,,,,,,,209000,208950,204900,203155,202000,206250,207900,207900,209900,209900,210000,214900,216900,219900,215350,215000,210000,210000,214900,209900,209900,214400,209900,210000,216400,219900,219900,220000,224900,225900,229000,223500,234900,231450,235000,235000,238950,233450,234999.5,235000,239000,237500,239900,239000,239000,239000,234900,228900,229900,239900,249000,244900,248000,249000,249900,249900,249900,249900,255000,259000,254000,252900,249900,249900,249900,249900,252900,259900,259900,1,24
28467.0,209250,199900,205000,199900,199900,189777,189388.5,189000,189000,189000,184900,179900,179900,174900,175000,172000,169900,171000,172900,169900,169900,169900,165445,179900,159900,163515,163515,164900,164900,164995,164900,159900,160000,161900,164950,165500,169000,167695,166900,167900,167400,168950,169437.5,171695,177990,179000,179900,180650,181400,184900,180000,179900,180000,181650,179999,184900,185900,180900,189900,186577.5,189900,189900,189900,187700,189700,190900,195500,189900,198310,192613,189900,180490,178910,174500,180490,174999.5,179900,178800,189561,199900,199900,189900,202490,201745,209900,204995,209000,209777.5,213200,214700,213195,214990,215900,0,25
28468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279900,269900,263500,274000,286262,287700,284900,279900,274888.5,294900,286900,294900,299900,299900,274777,279945,279995,308450,1,25
23502.0,193500,189950,190000,189900,189900,189900,189900,183000,179900,179900,170100,170000,170000,169900,169900,169900,172000,169900,170000,165000,170000,162900,167449.5,166450,162000,164500,160000,155000,154900,158450,159450,159000,165000,169900,180000,175000,183999,184450,191400,195000,194900,187000,179900,179950,179900,179900,174900,177000,177000,180900,180450,184850,177450,175000,179800,179900,185000,182500,178950,184900,179900,185000,179900,185000,185000,189450,191000,189500,189900,186950,198600,194700,194500,192500,189450,189000,197500,198000,192500,192500,189900,184900,187999,189900,189900,189900,189000,189000,188500,189000,188000,184900,185000,0,26
23518.0,250000,249900,239950,235000,234700,229000,229000,225000,234900,235000,232250,227000,224250,223000,219450,215450,209000,2E+05,199900,199900,199500,199900,198900,194000,195000,199995,209885,206000,2E+05,204900,213950,219900,211445,215000,219900,219900,219990,219900,217945,220000,219945,215000,206990,206990,209950,212945,215000,221495,224950,230000,232967.5,239900,247000,235725,234950,235000,229945,229945,225495,229900,225000,229945,220000,225000,239950,240000,229900,225000,219900,219900,214950,219000,214900,209900,219900,223750,225000,234900,237450,259900,268900,259900,254900,255000,239900,239900,240000,247000,235000,230000,233000,228450,225000,1,26
23666.0,199900,199000,199000,199900,199900,199000,195000,195000,193000,189000,179900,174950,174900,171950,168950,170900,174900,174900,174000,174300,169900,170000,170900,165000,159900,160000,159900,159000,151700,155000,150000,154900,147250,155000,165000,166750,165000,164900,159000,159900,174900,174900,171900,170950,169900,169900,170900,171900,169900,169900,175000,175500,177500,175000,174000,173000,169900,168000,169900,162500,165000,165000,165000,174900,178450,176700,179900,179950,179900,175000,174900,174450,170000,174900,178200,177900,175250,175000,174700,170000,172450,174900,174900,174450,179450,185000,189900,185450,187000,189900,189000,185900,189900,0,27
23661.0,199900,199000,199000,199900,199900,199000,195000,195000,193000,189000,179900,174950,174900,171950,168950,170900,174900,174900,174000,174300,169900,170000,170900,165000,159900,160000,159900,159000,151700,155000,150000,154900,147250,155000,165000,166750,165000,164900,159000,159900,174900,174900,171900,170950,169900,169900,170900,171900,169900,169900,175000,175500,177500,175000,174000,173000,169900,168000,169900,162500,165000,165000,165000,174900,178450,176700,179900,179950,179900,175000,174900,174450,170000,174900,178200,177900,175250,175000,174700,170000,172450,174900,174900,174450,179450,185000,189900,185450,187000,189900,189000,185900,189900,1,27
21401.0,476950,477000,491950,5E+05,498925,496925,495000,455846.5,475000,448000,430000,419900,425800,417500,430000,425000,424900,439900,420000,424900,412500,424900,409900,399000,399950,394950,384400,389900,399000,425000,425000,443995,429000,425000,472400,450000,449900,449900,449000,485000,515000,507495,499900,497000,525000,499900,499900,489900,475000,474999,499000,474900,499000,495000,525000,529000,511000,499900,490000,499000,450000,490000,484000,484000,489900,497000,479900,477000,462500,450000,450000,450000,469000,475000,495000,499900,499900,499900,527450,499550,510000,525000,519995,496369.5,499900,510000,499995,541449.5,524900,544670,528250,532000,550000,0,28
21403.0,413000,415000,4E+05,4E+05,415000,399995,425000,425000,434750,429000,419000,398000,396500,394000,390000,404943.5,425000,425000,427000,425000,429000,422500,415000,410000,420000,399949.5,417000,449900,449950,450000,450000,449000,399900,399000,440450,420000,429949.5,439990,454500,470000,449900,455000,450000,445000,435000,419000,399950,399000,399900,399900,4E+05,419900,424950,449000,425000,420000,399900,404950,414760,419450,399900,399900,399900,409900,412950,415900,415000,409000,419000,408000,419900,410000,399450,419500,439500,457000,459950,474950,473650,472400,475000,458950,449900,437000,424950,429900,449900,467000,469000,450000,450000,469900,469900,1,28
21060.0,229450,229450,237750,239755,242450,234900,229000,239000,259450,249900,249900,249949.5,249000,229900,224900,237000,239900,239945,242445,239900,247000,239990,225000,222750,225000,219450,220750,225000,244900,245000,249950,256575,257500,269900,274950,279000,275000,269950,265900,269900,274900,279000,279000,274900,269990,275000,269970,264900,267450,291445,294900,284900,289450,282400,280000,291495,298500,274900,272945,279900,269990,279950,276545,282900,289900,287995,285495,288945,289000,282495,284900,284999,275990,274999.5,280890,279990,279900,279990,279990,285000,271500,285000,289000,294900,292890,289990,299000,299000,299000,299900,299900,299999,3E+05,0,29
21122.0,305000,299999,314825,314750,319950,309000,299900,299999.5,299999,299900,299900,295000,285900,276900,282950,275000,279900,279900,274900,275000,274900,269900,269900,269000,269900,264900,259900,263000,269900,269000,269900,269900,278000,270000,289900,284900,285999,299900,299900,294950,299000,299900,296000,299900,299900,299000,289900,297000,299100,298900,298500,299900,299900,299999,284949.5,289999.5,295000,284900,280000,275000,279900,291200,299900,299900,297000,299900,289900,295000,292500,293950,287400,283450,279900,285000,285000,289450,292500,299000,299900,299900,299900,289900,289950,289900,289900,294950,299900,319900,320000,319900,324500,319900,325000,1,29
21237.0,219250,215000,219900,219700,214900,209900,199900,197250,209000,202450,199949.5,202450,199999,204900,2E+05,202450,199900,199900,205000,199900,199900,191250,189900,185000,179945,184900,179900,184450,186950,184950,180000,179000,166000,169900,175000,178500,174999,176000,174800,177450,169900,169450,175000,187000,180000,175000,173500,190000,2E+05,199900,199900,194500,189950,189900,199000,189900,189900,192500,182450,179950,184900,186500,189450,196500,186350,184450,189000,199900,194500,187450,184900,179900,179950,179900,179900,191200,196750,185000,184900,192300,196950,194900,209450,214900,213000,199900,209990,216950,209500,216425,223000,219900,219900,0,30
21220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189900,188899.5,189990,189000,195000,189000,179900,191950,182000,183350,193900,199900,189900,194900,206500,205000,189450,195000,195000,210000,209962,2E+05,198672,189900,195000,189900,189900,199700,170000,182450,189900,199500,199900,214900,209900,216000,214450,209900,215000,209900,210000,191400,211480,209450,209000,214900,214900,199900,199949.5,199999,210000,174900,173450,184950,192200,204997.5,230000,239900,239000,236999.5,234700,1,30
19947.0,235000,235000,229000,237450,235000,230000,225950,220949.5,209950,199500,199000,207250,195000,184900,198500,220000,219900,199000,199000,199000,199900,199900,199900,193000,188000,189900,190400,189900,194500,191900,189450,194500,197900,189900,188900,189200,199900,207400,203950,204000,208900,199000,199500,203900,207900,203900,209550,209900,210225,218000,219900,221900,219900,221900,224900,228500,227617.5,229167.5,223575,229900,229900,232400,235200,233100,242400,243500,234900,239300,231217,232750,232400,239000,238000,239400,234950,234950,234950,229900,237900,229900,238200,239900,245000,247000,242800,245000,248999,253900,259900,260000,263950,262900,260000,0,31
19968.0,295000,282450,259900,259000,289900,287000,287000,279900,269900,269900,269000,269900,259945,259900,259990,268450,279900,279450,269900,269900,261990,259900,248500,249900,249000,246950,249990,250990,253990,252990,249900,249000,249900,246900,249800,249990,254900,258900,261990,254945,269900,275000,277445,285900,280445,279900,279000,272990,275000,274400,278445,285000,288624,289900,289900,292592,280450,282990,285000,284900,279900,275400,279900,284445,288445,292150,296150,299900,289995,291990,294945,290000,288990,289000,294990,299000,299000,299990,3E+05,312990,314900,314900,315900,315271,309000,306995,302500,306990,314862.5,315445,319990,319900,319990,1,31
19960.0,,,,,,,,,,,,,,,196500,186700,186250,179900,188500,189450,189900,189450,189900,190000,189900,199000,199900,189900,199000,198950,204486,202700,201900,199900,201900,203900,207000,213810,210900,222900,222900,224900,218900,221400,225000,223000,219900,220900,221900,216900,217900,219900,223900,223900,224900,224950,227900,226900,226400,227900,230150,233150,222900,213250,232900,236900,236900,233900,230450,232900,235400,236900,234900,225900,230900,234400,235950,236900,235950,235000,234500,231950,235000,235950,235000,236900,239900,259900,249500,246900,244900,246900,246100,0,32
19963.0,186841,179250,182500,189950,190000,179900,199900,199900,202205,198750,199900,199900,199900,199000,199000,199000,199900,200441,199900,199900,202450,199450,198750,190000,185000,179000,175000,184900,189500,189500,186200,189900,195000,195000,199945,189900,219000,210950,220000,218000,224900,214900,214900,214900,224900,224900,215000,218495,219995,214900,209900,210000,212000,214950,214945,209950,215000,214445,214990,219450,213900,215000,219450,224950,238000,236900,239900,240000,237000,236950,239900,239900,228450,226945,225000,234990,231995,224950,219990,219450,226990,210000,208000,205683,2E+05,2E+05,219990,226990,229700,239900,225990,229950,235000,1,32
19904.0,209900,204950,199900,199500,184900,179525,179900,179725,184950,183500,189900,180000,179900,188250,178900,165000,179900,173950,168000,165000,165000,174900,164900,149492.5,139950,159900,162250,164990,166875,162400,157450,153945,160000,168200,175450,175450,179900,179900,184950,184900,187450,187900,185000,185900,189900,188100,189747.5,198200,193000,198750,189947.5,191447.5,189900,187450,187450,195000,198450,185000,182500,184950,179900,189900,203100,205000,189900,192000,189450,185000,198000,199900,194950,195000,2E+05,210000,209900,215000,215000,204900,209900,210990,223745,212900,212900,215000,206250,224999.5,224949.5,215000,214900,211900,215000,220000,205000,0,33
19901.0,190000,190000,187500,185700,184900,179900,179000,179900,179900,174950,169900,169900,169900,179000,170000,168000,169900,169900,168000,175000,178250,177450,168500,178950,169990,179900,179900,184900,189900,184900,184900,189900,189990,185000,189900,189900,189900,189900,189990,185000,197450,189990,189990,189900,199900,199990,195000,199000,195000,198900,199990,196900,199900,195000,187900,193000,190000,188400,185000,189000,193450,197450,191000,193750,189950,204900,220000,204900,209900,208450,195900,197500,199500,194900,197400,200990,209900,215000,210990,210990,210000,207400,205450,199990,178000,189000,199945,206045.5,210990,212990,214450,217990,215990,1,33
19702.0,2E+05,199900,205000,204900,190000,197000,189900,190950,191900,198500,194950,191900,189950,189900,189900,199000,197000,179900,165000,159000,155000,143500,139900,138450,154950,168500,179900,187500,185000,179949.5,183900,199000,184400,179900,184900,189900,195000,210000,210000,215000,220000,222000,222000,214900,223450,224900,217500,227950,225500,233586,215250,225000,225000,234450,234950,227000,223500,219945,215250,219990,225000,224950,229900,228990,229025,243155,249900,239990,239900,229900,247495,229900,232400,225000,209950,214900,216000,210000,199900,195000,199000,199900,199450,198250,192400,185000,198000,198500,199900,199900,194900,196000,209900,0,34
19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,149900,149900,149900,149900,155000,150000,159250,159000,154950,149900,150000,149000,149995,152000,158000,159900,159900,159950,165050,170000,172500,164000,150000,159900,163250,165000,168500,177450,178700,179900,175700,184900,179900,178650,179000,179900,179900,179900,169950,171500,170000,169900,165000,169900,163700,159900,159450,159900,165000,164900,167450,169900,175000,165000,160000,169900,1,34